"","UBIGEO","REGION","PROVINCIA","DISTRITO","0-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85+","TD_0_14","TD_60_MAS","TD_15_59","TDD_0_14","TDD_15_64","TDD_65_MAS","TDD_PER","TDD_JOVE","TDD_VEJEZ","TASA_BONO","BONO","IND_ENVEJ","RA_POTENCIAL","RA_PADRES","cluster","cluster_nombre"
"1199","130402","LA LIBERTAD","CHEPÉN","PACANGA",1917,2060,1893,1977,1670,1948,1859,1900,1812,1640,1352,1240,997,773,605,440,304,286,5870,3405,15398,5870,16395,2408,50.4910033546813,35.8035986581275,14.6874046965538,66.4491549467029,1,58.0068143100511,6.80855481727575,16.439119531903,3,"Bono demográfico activo"
"1200","130403","LA LIBERTAD","CHEPÉN","PUEBLO NUEVO",949,908,855,983,743,842,862,908,981,841,673,647,590,468,406,283,163,136,2712,2046,7480,2712,8070,1456,51.6480793060719,33.6059479553903,18.0421313506815,65.9421474097075,1,75.4424778761062,5.54258241758242,15.6544502617801,3,"Bono demográfico activo"
"1201","130501","LA LIBERTAD","JULCÁN","JULCAN",1085,979,874,1033,805,942,829,857,789,764,705,589,457,442,392,305,192,149,2938,1937,7313,2938,7770,1480,56.8597168597169,37.8120978120978,19.047619047619,63.7512307187397,1,65.929203539823,5.25,19.4745859508852,3,"Bono demográfico activo"
"1202","130502","LA LIBERTAD","JULCÁN","CALAMARCA",513,361,398,448,344,429,341,355,338,286,239,258,171,127,131,102,78,78,1272,687,3038,1272,3209,516,55.7182923028981,39.6385166718604,16.0797756310377,64.2185311186712,1,54.0094339622642,6.21899224806202,23.3532934131737,3,"Bono demográfico activo"
"1203","130503","LA LIBERTAD","JULCÁN","CARABAMBA",653,608,520,615,503,479,420,451,356,367,284,282,207,165,139,104,91,61,1781,767,3757,1781,3964,560,59.0565085771948,44.9293642785066,14.1271442986882,62.8707375099128,1,43.0656934306569,7.07857142857143,19.6636481241915,1,"Depedencia juvenil moderada"
"1204","130504","LA LIBERTAD","JULCÁN","HUASO",661,572,534,597,448,402,340,376,318,295,249,219,173,139,128,81,66,61,1767,648,3244,1767,3417,475,65.6131109160082,51.71202809482,13.9010828211882,60.3816928786005,1,36.6723259762309,7.19368421052632,19.8127925117005,1,"Depedencia juvenil moderada"
"1205","130601","LA LIBERTAD","OTUZCO","OTUZCO",1960,2156,2095,1986,1702,1811,1976,2004,1853,1701,1444,1363,1106,903,700,555,386,376,6211,4026,15840,6211,16946,2920,53.8829222235336,36.6517172194028,17.2312050041308,64.9844690723626,1,64.820479793914,5.80342465753425,19.4735497061078,3,"Bono demográfico activo"
"1206","130602","LA LIBERTAD","OTUZCO","AGALLPAMPA",838,1047,994,1003,849,919,755,622,580,530,399,310,236,231,207,142,94,86,2879,996,5967,2879,6203,760,58.6651620183782,46.413025955183,12.2521360631952,63.0258077626499,1,34.5953456061132,8.16184210526316,19.047619047619,1,"Depedencia juvenil moderada"
"1207","130604","LA LIBERTAD","OTUZCO","CHARAT",189,171,170,158,117,141,155,159,163,156,142,139,120,122,99,83,42,46,530,512,1330,530,1450,392,63.5862068965517,36.551724137931,27.0344827586207,61.1298482293423,1,96.6037735849057,3.69897959183673,21.9451371571072,2,"Alta Dependencia por envejecimiento"
"1208","130605","LA LIBERTAD","OTUZCO","HUARANCHAL",399,367,340,288,251,269,262,297,303,263,226,199,188,134,107,78,53,44,1106,604,2358,1106,2546,416,59.7800471327573,43.4406912804399,16.3393558523174,62.5860373647984,1,54.6112115732369,6.12019230769231,15.8238172920065,1,"Depedencia juvenil moderada"
"1209","130606","LA LIBERTAD","OTUZCO","LA CUESTA",60,32,44,33,30,45,53,55,43,41,29,34,36,27,17,19,14,13,136,126,363,136,399,90,56.6416040100251,34.0852130325814,22.5563909774436,63.84,1,92.6470588235294,4.43333333333333,27.2727272727273,3,"Bono demográfico activo"
"1210","130608","LA LIBERTAD","OTUZCO","MACHE",207,180,175,168,153,218,182,207,160,168,163,154,109,113,96,71,45,49,562,483,1573,562,1682,374,55.6480380499406,33.4126040428062,22.2354340071344,64.2475171886937,1,85.9430604982206,4.49732620320856,22.0657276995305,3,"Bono demográfico activo"
"1211","130610","LA LIBERTAD","OTUZCO","PARANDAY",37,30,30,40,28,35,41,44,42,33,30,20,20,21,25,10,6,11,97,93,313,97,333,73,51.0510510510511,29.1291291291291,21.9219219219219,66.2027833001988,1,95.8762886597938,4.56164383561644,24.2857142857143,5,"Alta Depedencia por juventud"
"1212","130611","LA LIBERTAD","OTUZCO","SALPO",410,480,450,556,371,481,462,477,403,414,348,337,295,241,214,166,128,104,1340,1148,3849,1340,4144,853,52.9198841698842,32.3359073359073,20.5839768339768,65.3937194255957,1,85.6716417910448,4.85814771395076,23.6734693877551,3,"Bono demográfico activo"
"1213","130613","LA LIBERTAD","OTUZCO","SINSICAP",716,626,550,666,543,500,447,494,449,433,309,290,248,202,165,114,95,76,1892,900,4131,1892,4379,652,58.0954555834665,43.2062114638045,14.889244119662,63.2529250325004,1,47.568710359408,6.71625766871166,20.1889020070838,1,"Depedencia juvenil moderada"
"1214","130614","LA LIBERTAD","OTUZCO","USQUIL",2460,2203,1783,1835,1466,1413,1325,1336,1291,1183,977,869,696,601,494,374,240,225,6446,2630,11695,6446,12391,1934,67.6297312565572,52.0216286014042,15.6081026551529,59.6552886235617,1,40.8004964318958,6.40692864529473,18.2926829268293,1,"Depedencia juvenil moderada"
"1215","130701","LA LIBERTAD","PACASMAYO","SAN PEDRO DE LLOC",1179,1415,1212,1286,1133,1424,1359,1392,1376,1327,1245,1196,1021,811,685,497,328,304,3806,3646,11738,3806,12759,2625,50.4036366486402,29.8299239752332,20.573712673407,66.4877540385617,1,95.7961114030478,4.86057142857143,18.2553437319469,3,"Bono demográfico activo"
"1216","130702","LA LIBERTAD","PACASMAYO","GUADALUPE",2672,3455,3268,3389,2789,3106,3248,3233,3197,2747,2467,2278,2082,1728,1312,826,521,516,9395,6985,26454,9395,28536,4903,50.1051303616484,32.9233249229044,17.181805438744,66.6199747863846,1,74.3480574773816,5.82011013665103,15.1896880035155,3,"Bono demográfico activo"
"1217","130703","LA LIBERTAD","PACASMAYO","JEQUETEPEQUE",293,368,368,330,288,332,321,356,334,298,264,292,205,192,169,97,77,64,1029,804,2815,1029,3020,599,53.9072847682119,34.0728476821192,19.8344370860927,64.974182444062,1,78.134110787172,5.04173622704508,18.5282522996058,3,"Bono demográfico activo"
"1218","130704","LA LIBERTAD","PACASMAYO","PACASMAYO",2055,2498,2304,2297,1878,2110,2324,2444,2385,2180,1846,1825,1608,1338,1098,723,413,471,6857,5651,19289,6857,20897,4043,52.1605972149112,32.8133224864813,19.3472747284299,65.7200364814291,1,82.4121335861164,5.16868661884739,16.7455957567721,3,"Bono demográfico activo"
"1219","130705","LA LIBERTAD","PACASMAYO","SAN JOSÉ",859,913,865,925,744,863,926,875,851,809,782,742,657,471,447,313,165,179,2637,2232,7517,2637,8174,1575,51.5292390506484,32.2608270124786,19.2684120381698,65.9938640400452,1,84.641638225256,5.18984126984127,15.7725813846859,3,"Bono demográfico activo"
"1220","130801","LA LIBERTAD","PATAZ","TAYABAMBA",1665,1545,1526,1445,1142,1102,922,923,797,759,747,608,492,395,354,331,212,191,4736,1975,8445,4736,8937,1483,69.5871097683787,52.9931744433255,16.5939353250531,58.9667458432304,1,41.7018581081081,6.02629804450438,21.8191662154846,1,"Depedencia juvenil moderada"
"1221","130802","LA LIBERTAD","PATAZ","BULDIBUYO",410,433,389,367,295,354,313,308,253,232,216,188,142,156,111,62,54,50,1232,575,2526,1232,2668,433,62.4062968515742,46.1769115442279,16.2293853073463,61.5739672282483,1,46.6720779220779,6.16166281755196,19.047619047619,1,"Depedencia juvenil moderada"
"1222","130803","LA LIBERTAD","PATAZ","CHILLIA",1702,1641,1596,1507,1097,959,862,847,780,730,519,438,393,309,281,201,138,101,4939,1423,7739,4939,8132,1030,73.4013772749631,60.735366453517,12.6660108214461,57.6696688178143,1,28.8115003037052,7.89514563106796,17.7037037037037,1,"Depedencia juvenil moderada"
"1223","130804","LA LIBERTAD","PATAZ","HUANCASPATA",639,581,661,658,495,393,332,352,321,292,290,245,241,184,169,137,100,93,1881,924,3378,1881,3619,683,70.8483006355347,51.9756838905775,18.8726167449572,58.5314572214136,1,49.1228070175439,5.298682284041,24.8711340206186,1,"Depedencia juvenil moderada"
"1224","130805","LA LIBERTAD","PATAZ","HUAYLILLAS",86,83,89,106,88,86,72,85,77,83,73,57,47,38,29,31,16,25,258,186,727,258,774,139,51.2919896640827,33.3333333333333,17.9586563307494,66.0973526900085,1,72.0930232558139,5.56834532374101,23.1638418079096,3,"Bono demográfico activo"
"1225","130806","LA LIBERTAD","PATAZ","HUAYO",331,323,379,433,345,277,277,254,231,192,170,124,123,94,93,78,56,36,1033,480,2303,1033,2426,357,57.2959604286892,42.5803792250618,14.7155812036274,63.5744234800839,1,46.4666021297193,6.79551820728291,22.0623501199041,3,"Bono demográfico activo"
"1226","130807","LA LIBERTAD","PATAZ","ONGON",136,116,125,147,123,151,117,116,99,83,70,74,56,37,24,10,16,6,377,149,980,377,1036,93,45.3667953667954,36.3899613899614,8.97683397683398,68.7915006640106,1,39.5225464190981,11.1397849462366,11,3,"Bono demográfico activo"
"1227","130808","LA LIBERTAD","PATAZ","PARCOY",1928,2357,2081,2047,1660,1694,1615,1555,1338,1138,981,695,575,441,340,252,144,127,6366,1879,12723,6366,13298,1304,57.6778462926756,47.8718604301399,9.80598586253572,63.4204502098436,1,29.5161797046811,10.1978527607362,12.0390937361173,1,"Depedencia juvenil moderada"
"1228","130809","LA LIBERTAD","PATAZ","PATAZ",1299,1181,1038,985,631,765,886,893,830,626,470,440,333,202,138,100,72,47,3518,892,6526,3518,6859,559,59.4401516256014,51.2902755503718,8.14987607522963,62.7194586686174,1,25.3553155201819,12.2701252236136,9.57361222847948,1,"Depedencia juvenil moderada"
"1229","130810","LA LIBERTAD","PATAZ","PIAS",169,136,143,147,102,132,140,148,142,111,96,101,79,68,52,50,27,34,448,310,1119,448,1198,231,56.677796327212,37.3956594323873,19.2821368948247,63.825253063399,1,69.1964285714286,5.18614718614719,22.1014492753623,3,"Bono demográfico activo"
"1230","130811","LA LIBERTAD","PATAZ","SANTIAGO DE CHALLAS",190,161,175,226,143,156,107,106,112,116,133,117,79,81,74,58,50,49,526,391,1216,526,1295,312,64.7104247104247,40.6177606177606,24.0926640926641,60.7126113455227,1,74.3346007604563,4.15064102564103,30.0911854103343,1,"Depedencia juvenil moderada"
"1231","130812","LA LIBERTAD","PATAZ","TAURIJA",270,275,253,274,223,193,180,160,174,128,147,133,94,76,81,78,50,40,798,419,1612,798,1706,325,65.8264947245018,46.7760844079719,19.0504103165299,60.3039943442913,1,52.5062656641604,5.24923076923077,24.0641711229947,1,"Depedencia juvenil moderada"
"1232","130813","LA LIBERTAD","PATAZ","URPAY",313,186,196,224,170,145,129,156,137,137,118,122,101,62,81,55,53,50,695,402,1338,695,1439,301,69.2147324530924,48.2974287699791,20.9173036831133,59.0965092402464,1,57.841726618705,4.78073089700997,30.2052785923754,1,"Depedencia juvenil moderada"
"1233","130901","LA LIBERTAD","SÁNCHEZ CARRIÓN","HUAMACHUCO",8168,10121,8218,8477,6724,7586,7215,6751,5624,4446,3578,3315,2603,2035,1482,1172,796,816,26507,8904,53716,26507,56319,6301,58.2538752463645,47.0658214812053,11.1880537651592,63.1896058433471,1,33.591126872147,8.93810506268846,16.9755686604886,1,"Depedencia juvenil moderada"
"1234","130902","LA LIBERTAD","SÁNCHEZ CARRIÓN","CHUGAY",2236,2656,2237,2550,1957,1979,1734,1626,1325,1223,1041,953,810,600,532,352,281,244,7129,2819,14388,7129,15198,2009,60.1263324121595,46.9074878273457,13.2188445848138,62.4506903353057,1,39.5427128629541,7.56495769039323,18.7232524964337,1,"Depedencia juvenil moderada"
"1235","130903","LA LIBERTAD","SÁNCHEZ CARRIÓN","COCHORCO",1475,1721,1511,1530,1099,1004,963,884,724,596,449,458,357,321,256,199,122,107,4707,1362,7707,4707,8064,1005,70.8333333333333,58.3705357142857,12.4627976190476,58.5365853658537,1,28.9356277884003,8.02388059701492,18.1170886075949,1,"Depedencia juvenil moderada"
"1236","130904","LA LIBERTAD","SÁNCHEZ CARRIÓN","CURGOS",936,1040,853,981,850,821,676,713,580,635,496,400,326,253,245,195,143,101,2829,1263,6152,2829,6478,937,58.1352269218895,43.6708860759494,14.4643408459401,63.2370167903163,1,44.644750795334,6.91355389541089,19.9672667757774,1,"Depedencia juvenil moderada"
"1237","130905","LA LIBERTAD","SÁNCHEZ CARRIÓN","MARCABAL",1369,1590,1370,1668,1307,1247,1122,1037,938,843,684,613,476,406,362,274,178,181,4329,1877,9459,4329,9935,1401,57.6748867639658,43.5732259687972,14.1016607951686,63.4216406000638,1,43.3587433587434,7.09136331192006,20.2481669486746,1,"Depedencia juvenil moderada"
"1238","130906","LA LIBERTAD","SÁNCHEZ CARRIÓN","SANAGORAN",1757,2159,1795,1937,1611,1417,1272,1210,1062,968,717,699,598,448,360,326,177,195,5711,2104,10893,5711,11491,1506,62.8056740057436,49.6997650335045,13.1059089722391,61.4229206756468,1,36.8411836806164,7.63014608233732,18.4707050645482,1,"Depedencia juvenil moderada"
"1239","130907","LA LIBERTAD","SÁNCHEZ CARRIÓN","SARIN",1253,1333,1156,1428,1083,1031,819,771,755,601,513,429,387,315,258,226,137,144,3742,1467,7430,3742,7817,1080,61.6860688243572,47.870026864526,13.8160419598311,61.8482474879342,1,39.2036344200962,7.23796296296296,21.1437170805117,1,"Depedencia juvenil moderada"
"1240","130908","LA LIBERTAD","SÁNCHEZ CARRIÓN","SARTIMBAMBA",1684,1858,1774,1903,1500,1310,1170,1008,894,867,679,723,537,380,366,251,174,174,5316,1882,10054,5316,10591,1345,62.8930223774903,50.1935605702955,12.6994618071948,61.3899837699977,1,35.4025583145222,7.87434944237918,17.9473955647241,1,"Depedencia juvenil moderada"
"1241","131001","LA LIBERTAD","SANTIAGO DE CHUCO","SANTIAGO DE CHUCO",2110,1799,1670,1804,1334,1430,1290,1267,1063,1021,920,818,718,576,510,417,306,309,5579,2836,10947,5579,11665,2118,65.9837119588513,47.8268324046292,18.156879554222,60.2468753227972,1,50.8334827029934,5.50755429650614,25.0407166123778,1,"Depedencia juvenil moderada"
"1242","131002","LA LIBERTAD","SANTIAGO DE CHUCO","ANGASMARCA",498,478,408,460,323,310,279,286,233,225,205,178,136,115,95,90,85,72,1384,593,2499,1384,2635,457,69.8671726755218,52.5237191650854,17.3434535104364,58.869526362824,1,42.8468208092486,5.76586433260394,30.2504816955684,1,"Depedencia juvenil moderada"
"1243","131003","LA LIBERTAD","SANTIAGO DE CHUCO","CACHICADAN",472,435,388,422,344,401,351,386,364,289,262,243,196,182,144,112,88,96,1295,818,3062,1295,3258,622,58.8397790055249,39.7483118477594,19.0914671577655,62.9565217391304,1,63.1660231660232,5.2379421221865,26.2482168330956,3,"Bono demográfico activo"
"1244","131004","LA LIBERTAD","SANTIAGO DE CHUCO","MOLLEBAMBA",130,156,150,149,112,109,93,122,108,87,76,77,78,74,53,47,31,30,436,313,933,436,1011,235,66.3699307616222,43.1256181998022,23.24431256182,60.1070154577883,1,71.7889908256881,4.30212765957447,26.4069264069264,1,"Depedencia juvenil moderada"
"1245","131005","LA LIBERTAD","SANTIAGO DE CHUCO","MOLLEPATA",201,148,166,199,143,167,153,137,121,122,123,122,100,71,72,63,58,50,515,414,1287,515,1387,314,59.7692862292718,37.1304974765681,22.6387887527037,62.5902527075812,1,80.3883495145631,4.4171974522293,31.304347826087,3,"Bono demográfico activo"
"1246","131006","LA LIBERTAD","SANTIAGO DE CHUCO","QUIRUVILCA",1089,1281,1212,1208,1038,994,1063,967,836,792,591,561,347,259,210,149,105,107,3582,1177,8050,3582,8397,830,52.5425747290699,42.6580921757771,9.88448255329284,65.5554688109923,1,32.85873813512,10.1168674698795,14.1427618412275,3,"Bono demográfico activo"
"1247","131007","LA LIBERTAD","SANTIAGO DE CHUCO","SANTA CRUZ DE CHUCA",219,214,242,244,201,214,157,190,198,163,138,125,105,104,95,66,49,56,675,475,1630,675,1735,370,60.2305475504323,38.9048991354467,21.3256484149856,62.410071942446,1,70.3703703703704,4.68918918918919,28.5326086956522,3,"Bono demográfico activo"
"1248","131008","LA LIBERTAD","SANTIAGO DE CHUCO","SITABAMBA",374,364,326,350,248,229,188,218,182,179,133,131,115,109,71,68,49,34,1064,446,1858,1064,1973,331,70.704510897111,53.9280283831728,16.7764825139382,58.5807600950119,1,41.9172932330827,5.9607250755287,21.8997361477573,1,"Depedencia juvenil moderada"
"1249","131101","LA LIBERTAD","GRAN CHIMÚ","CASCAS",918,1047,971,1079,972,1047,1053,1073,975,982,745,742,710,610,432,315,244,250,2936,2561,8668,2936,9378,1851,51.0449989336746,31.3073149925357,19.7376839411388,66.2054359336393,1,87.2275204359673,5.06645056726094,22.4852071005917,3,"Bono demográfico activo"
